seg	tick	x	y	z	vx	vy	vz	fx	fy	fz	ux	uy	uz	avx	avy	avz	ground	boost
land_flat_drop	146	0.35	0	17.01	-0.021	0	0.451	0.999953	0	-0.0096831	0.0096831	0	0.999953	0	-0.00131	0	1	100
land_flat_drop	148	0.35	0	17.01	-0.011	0	0.351	0.999953	0	-0.0096831	0.0096831	0	0.999953	0	-0.00091	0	1	100
land_fast_drop	0	0	0	884.82	0	0	-913.531	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	2	0	0	869.46	0	0	-924.351	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	4	0	0	853.92	0	0	-935.171	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	6	0	0	838.2	0	0	-945.991	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	8	0	0	822.3	0	0	-956.811	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	10	0	0	806.22	0	0	-967.631	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	12	0	0	789.96	0	0	-978.451	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	14	0	0	773.52	0	0	-989.271	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	16	0	0	756.9	0	0	-1000.09	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	18	0	0	740.1	0	0	-1010.91	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	20	0	0	723.12	0	0	-1021.73	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	22	0	0	705.96	0	0	-1032.55	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	24	0	0	688.62	0	0	-1043.37	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	26	0	0	671.1	0	0	-1054.19	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	28	0	0	653.39	0	0	-1065.01	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	30	0	0	635.5	0	0	-1075.83	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	32	0	0	617.43	0	0	-1086.65	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	34	0	0	599.18	0	0	-1097.47	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	36	0	0	580.75	0	0	-1108.29	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	38	0	0	562.14	0	0	-1119.11	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	40	0	0	543.35	0	0	-1129.93	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	42	0	0	524.38	0	0	-1140.75	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	44	0	0	505.23	0	0	-1151.57	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	46	0	0	485.9	0	0	-1162.39	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	48	0	0	466.39	0	0	-1173.21	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	50	0	0	446.7	0	0	-1184.03	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	52	0	0	436.79	0	0	-1189.44	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	53	0	0	416.83	0	0	-1200.26	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	55	0	0	396.69	0	0	-1211.08	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	57	0	0	376.37	0	0	-1221.9	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	59	0	0	355.87	0	0	-1232.72	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	61	0	0	335.19	0	0	-1243.54	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	63	0	0	314.33	0	0	-1254.36	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	65	0	0	293.29	0	0	-1265.18	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	67	0	0	272.07	0	0	-1276	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	69	0	0	250.67	0	0	-1286.82	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	71	0	0	229.09	0	0	-1297.64	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	73	0	0	207.33	0	0	-1308.46	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	75	0	0	185.39	0	0	-1319.28	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	77	0	0	163.27	0	0	-1330.1	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	79	0	0	140.97	0	0	-1340.92	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	81	0	0	118.49	0	0	-1351.74	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	83	0	0	95.83	0	0	-1362.56	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	85	0	0	72.99	0	0	-1373.38	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	87	0	0	49.96	0	0	-1384.2	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	89	0	0	26.75	0	0	-1395.02	1	0	0	-0	0	1	0	0	0	0	100
land_fast_drop	91	0.01	0	9.69	1.101	0	-905.041	0.999999	0	-0.00115049	0.00115049	0	0.999999	0	0.08691	0	1	100
land_fast_drop	93	-0.03	0	5.43	-5.451	0	-116.481	0.999966	0	0.00824505	-0.00824505	0	0.999966	0	-0.48081	0	1	100
land_fast_drop	95	-0.06	0	6.47	-0.771	0	96.021	0.999959	0	0.00901201	-0.00901201	0	0.999959	0	0.08391	0	1	100
land_fast_drop	97	-0.04	0	8.4	1.471	0	116.681	0.999982	0	0.00594414	-0.00594414	0	0.999982	0	0.19451	0	1	100
